nro_llamado,titulo,fecha_inicio,fecha_fin,tipo_tarea,tipo_vinculo,tiempo_contrato,descripcion,requisitos,recepcion_postulaciones,recepcion_consultas,telefono_consultas,organismo,comentario_interes
6843/2020,Extensión de Residencias Médicas - Universidad de la República - Facultad de Medicina,14/10/2020,24/09/2020,Profesionales,Contratado,tres años,"Extensiones de Residencias en CTI PEDIÁTRICO, EMERGICIA PEDIÁTRICA Y NEUROPEDIATRÍA","Al momento de la inscripción los interesados deberán presentar los formularios que se detallan a continuación: – Solicitud de inscripción, Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf. – Declaración Jurada y Compromiso de cargo, Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf. – Relación de Méritos, Sólo se considerarán a efectos de su evaluación los méritos incluídos en la relación. Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf. Fotocopia del título de Doctor en Medicina, de ambos lados escaneados y en formato PDF. Certificado expedido por ASSE o en la Institución que ejerció de haber completado la Residencia; escaneado y en formato PDF.","Dpto. de Concursos, Edificio Central de Facultad de Medicina, planta baja. Gral. Flores 2125 entre Yatay e Isidoro de María. Atención al público de 14 a 17 hs. (Con motivo de la pandemia solo se atiende vía mail) consulta por mail a residencias@fmed.edu.uy","Dpto. de Concursos, Edificio Central de Facultad de Medicina, planta baja. Gral. Flores 2125 entre Yatay e Isidoro de María. Atención al público de 14 a 17 hs. (Con motivo de la pandemia solo se atiende vía mail) consulta por mail a residencias@fmed.edu.uy",no se recepcionan consultas telefónicas,Universidad de la República - Facultad de Medicina,"IMPORTANTE La relación de méritos tiene valor de declaración jurada. A los postulantes les llegará una comunicación del Dpto. de Concursos indicando en que forma y cuando deben presentar los méritos, luego de confirmada su inscripción. Los formularios se podrán descargar del siguiente enlace: http://www.fmed.edu.uy/concursos/formularios Los mismos deberán presentarse completados en computadora. Las inscripciones sólo se recibirán a través del correo electrónico: residencias@fmed.edu.uy, y dentro del horario de 14:00 a 17:00 horas."
6844/2020,PROFESOR TITUAL QUÍMICA ANALÍTICA - Universidad de la República - Facultad de Quí­mica,27/11/2020,28/09/2020,Docentes,Presupuestado,Efectivo,"- Orientación docente, gestión académica y coordinación así como ejecución autónoma de funciones de enseñanza, investigación u otras actividades creativas originales del más alto nivel y extensión o actividades en el medio en el área.","Requerimientos específicos:Egresados que cuenten con formación de posgrado en el área así como sólidos antecedentes en enseñanza universitaria, incluyendo orientación docente y gestión académica de cursos, actividades de investigación u otras actividades creativas originales y extensión o actividades en el medio.",Vía mail: concursos@fq.edu.uy Fac. de Química - Sección Concursos - Isidoro de María 1614 -2º piso - lunes a viernes de 10 a 13 hs.,concursos@fq.edu.uy,29290124,Universidad de la República - Facultad de Quí­mica,Ver bases
6845/2020,SUPLENTE AUX. DE ENFERMERÍA - Administración de Servicios de Salud del Estado - Red de At.Primaria de Rivera,12/10/2020,28/09/2020,Asistente/Auxiliar,Contratado,SUPLENTE,VER BASES ADJUNTAS,"Requisitos: Ser ciudadano/a Natural o Legal.Título de Auxiliar de Enfermería habilitado y registrado en el M.S.P.Haber prestado Juramento de Fidelidad a la Bandera Nacional.Currículum Vitae con documentación probatoria foliado (méritos y antecedentes).No tener antecedentes funcionales negativos, provenientes de cualquier Entidad Pública yque revistan gravedad (al momento de la contratación).","Los interesados deberán concurrir por inscripciones a la Oficina de Recursos Humanos del Centro Asistencial de Minas de Corrales, sitio 12 de Octubre s/n , en el horario de 8:00 a 12:00 hs, desde el 28 de Setiembre al 12 de Octubre de 2020 inclusive.","Oficina de Recursos Humanos del Centro Asistencial de Minas de Corrales, sitio 12 de Octubre s/n , en el horario de 8:00 a 12:00 hs, desde el 28 de Setiembre al 12 de Octubre de 2020 inclusive.",46582003 - 46582203,Administración de Servicios de Salud del Estado - Red de At.Primaria de Rivera,"Se valorará: Escolaridad, Capacitación Complementaria, Antigüedad en la función yevaluación de desempeño.Inscripción: Presentar original y fotocopia de:Cédula de Identidad y Credencial Cívica.Título habilitado y Registradoen M.S.P.Curiculum Vitae y documentación probatoria de méritos y antecedentes."
6846/2020,SUPLENTE de CHOFER - Administración de Servicios de Salud del Estado - Red de At.Primaria de Rivera,12/10/2020,28/09/2020,Operativas de servicio,Contratado,SUPLENTE,VER BASES ADJUNTAS,"Requisitos: Ser ciudadano/a Natural ó Legal.Libreta de Chofer Profesional Categorías B,C,D, E,o F.Experiencia no inferior a dos años en manejo de Ambulancia o Vehículos contraslados de pasajeros.Curriculum Vitae con documentación probatoria foliada(méritos yNo tener antecedentes funcionales negativos provenientes de cualquier EntidadPública y que revistan gravedad (al momento de la contratación).Haber prestado Juramento de Fidelidad a la Bandera Nacional.Residir en la localidad yzona de influencia (al momento de la contratación).","Los interesados deberán concurrir por inscripciones a la Oficina de Recursos Humanos del Centro Asistencial de Minas de Corrales, sito en calle 12 de Octubre s/n, en el horario 8:00 a 12:00 desde el día 28 de Setiembre al 12 de Octubre de 2020 inclusive.","Oficina de Recursos Humanos del Centro Asistencial de Minas de Corrales, sito en calle 12 de Octubre s/n, en el horario 8:00 a 12:00 desde el día 28 de Setiembre al 12 de Octubre de 2020 inclusive.",46582003 - 46582203,Administración de Servicios de Salud del Estado - Red de At.Primaria de Rivera,"Se Valorará:Capacitación Complementaria, Antigüedad en la Función y Evaluación deDesempeño.Inscripción: Presentar Original y fotocopia de:Cédula de Identidad y Credencial Cívica.Libreta de Chofer Profesional Categorías B,C,D,E ó F. Curriculum vitae y documentación de méritos y antecedentes."
6847/2020,"Ingeniero/a – esp. téc. en transporte - Ministerio de Industria, Energía y Minería - Dirección Nacional de Energía",20/10/2020,25/09/2020,Profesionales,Contratado,Enero (a confirmar) a diciembre 2021,"Proyecto URU/17/G32 ""Hacia un sistema de movilidad eficiente y sostenible""",Toda la información del llamado se encuentra en https://jobs.undp.org/cj_view_job.cfm?cur_job_id=94232,Las/os candidatas/os deberán postular a través de la web del PNUD donde se encuentra publicado este llamado https://jobs.undp.org/cj_view_job.cfm?cur_job_id=94232,Correo electrónico moves@miem.gub.uy,N/A,"Ministerio de Industria, Energía y Minería - Dirección Nacional de Energía",Toda la información del llamado se encuentra en https://jobs.undp.org/cj_view_job.cfm?cur_job_id=94232
6848/2020,PROF ADJ DPTO NUT BÁSICA - Universidad de la República - Escuela de Nutrición y Dietética,28/12/2020,25/09/2020,Docentes,Presupuestado,4 AÑOS CON POSIBILIDAD DE REELECCION,"GDO 3, 24 HS TITULAR",NO APLICA,SECCION CONCURSOS,SECCION CONCURSOS,2486 0131 INT 133,Universidad de la República - Escuela de Nutrición y Dietética,NO APLICA
6849/2020,Llam.024/20 Ayudante para AAD - IESTA - Universidad de la República - Facultad de Ciencias Económicas y de Administración,13/10/2020,28/09/2020,Docentes,Contratado,1 año,A efectos de realizar tareas en el Área Actuarial Demográfica del IESTA,"Perfil: El llamado está dirigido a estudiantes avanzados de la Licenciatura en Estadística - Perfil Actuarial, preferentemente que hayan culminado tercer año.Tener aprobadas las siguientes Unidades Curriculares:- Inferencia I- Taller de Simulación - Modelos Lineales- Muestreo I- Demografía y Seguros de Vida (o Actuarial I para el Pan de Estudios 1998)","Facultad de Ciencias Económicas y de Administración, Av. Gonzalo Ramírez 1926, Sección Concursos (lunes a viernes de 10:00 a 13:00 horas, excepto el día de cierre en que solamente se reciben inscripciones hasta la hora 12:00)",concurso@ccee.edu.uy,24118839 int.122,Universidad de la República - Facultad de Ciencias Económicas y de Administración,"Inscripción personal y presencial, en Sección Concursos mediante agenda previa solicitada a la casilla de correo: concurso@ccee.edu.uy o al teléfono 2-411 8839 (int.122)."
6850/2020,ASCENSO SANITARISTA - Universidad de la República - Hospital de Clí­nicas,21/10/2020,30/09/2020,Operativa oficio con supervisión,Presupuestado,,"Mantener en buen estado de conservación y funcionamiento las instalaciones sanitarias, corregir desperfectos y llevar a cabo nuevas instalaciones, cumpliendo en forma permanente con las condiciones de salubridad y seguridad en el trabajo.","(Entre todos los funcionarios de la Universidad de la República que revistan en efectividad en la carrera de Sanitarista, Esc. E, subescalafón 2, Gdo 7, Oficial Intermedio II, con una antigüedad mínima de 2 años en el cargo al 31/03/2019).REQUISITOS (original y fotocopia): *Cédula de Identidad vigente Carpeta conteniendo: *Formulario “Constancia para Concursos” *Formulario “Relación de antecedentes (Currículum Vitae) - Ascenso” *Formulario “Informe evaluatorio del desempeño – Concursos de Ascenso” *Formulario “Reseña de Funciones/Actividades en el cargo” *Otros documentos probatorios de lo declarado en los formularios mencionados anteriormente.",https://www.concursos.udelar.edu.uy,Hospital de Clínicas - Sección Concursos,No disponible,Universidad de la República - Hospital de Clí­nicas,LLAMADO A CONCURSO de ASCENSO
6851/2020,Lic. en Instrumentación Rg. Aspirantes - Administración de Servicios de Salud del Estado - Centro Departamental de Rivera,14/10/2020,29/09/2020,Profesionales,Contratado,18 meses sujeto evaluación de desempeño,Ver bases,"Ser ciudadano/a Natural ó Legal. Título de Licenciado en Instrumentación Quirúrgica, registrado y habilitado por el M.S.P. Currículum vitae con documentación probatoria foliada (méritos y antecedentes) No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).","Oficina de Personal del Centro Departamental de Rivera, sito en Pte. Viera s/nº esquina Ituzaingó, de lunes a viernes en el horario de 08:00 a 13:00hs","Oficina de Personal del Centro Departamental de Rivera, sito en Pte. Viera s/nº esquina Ituzaingó, de lunes a viernes en el horario de 08:00 a 13:00hs",46227410 int - 133,Administración de Servicios de Salud del Estado - Centro Departamental de Rivera,"Se valorará: Escolaridad, capacitación complementaria, antigüedad en la función y evaluación de desempeño. Inscripción: Presentar original y fotocopia de: Cédula de identidad, Credencial Cívica. Título habilitado y registrado por el MSP. Curriculum Vitae con documentación probatoria de méritos y antecedentes."
6852/2020,Lic. en Instumentación Suplente - Administración de Servicios de Salud del Estado - Centro Departamental de Rivera,14/10/2020,29/09/2020,Profesionales,Contratado,Suplencia,Ver bases,"Ser ciudadano/a Natural ó Legal.Título de Licenciado en Instrumentación Quirúrgica, registrado y habilitado por el M.S.P.Curriculum Vitae con documentación probatoria foliado (méritos y antecedentes).No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).","Oficina de Personal del Centro Departamental de Rivera, sito en la calle Pte. Viera s/nº esquina Ituzaingó, en el horario de 08:00 a 13:00 horas.","Oficina de Personal del Centro Departamental de Rivera, sito en la calle Pte. Viera s/nº esquina Ituzaingó, en el horario de 08:00 a 13:00 horas.",46227410 int - 133,Administración de Servicios de Salud del Estado - Centro Departamental de Rivera,"Se valorará: Escolaridad, capacitación complementaria, antigüedad en la función yevaluación de desempeño.Inscripción: Presentar original y fotocopia de:Cédula de Identidad, Credencial CívicaTitulo habilitado y registrado en M.S.PCurriculum vitae y documentación probatoria de méritos y antecedentes."
6853/2020,CHOFER REGISTRO ASPIRANTES - Administración de Servicios de Salud del Estado - Centro Departamental de Rivera,14/10/2020,29/09/2020,Operativas de servicio,Contratado,18 meses sujeto avaluación de desempeño,Ver bases,"Ser ciudadano/a Natural ó Legal.Libreta de Chofer Profesional (Categoría B, C, D, E ó F).Experiencia documentada no inferior a 2 años en el manejo de ambulancias ó vehículos con traslados de pasajeros.Disponibilidad horaria. Currículum vitae con documentación probatoria foliada (méritos y antecedentes)No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).Haber prestado Juramento de Fidelidad de la Bandera Nacional.Residir en la ciudad de Rivera.","Oficina de Personal del Centro Departamental de Rivera, sito en Pte. Viera s/nº esquina Ituzaingó, de lunes a viernes en el horario de 08:00 a 13:00hs.","Oficina de Personal del Centro Departamental de Rivera, sito en Pte. Viera s/nº esquina Ituzaingó, de lunes a viernes en el horario de 08:00 a 13:00hs.",46227410 int - 133,Administración de Servicios de Salud del Estado - Centro Departamental de Rivera,"Se valorará: Capacitación complementaria, antigüedad en la función y evaluación de desempeño.Inscripción: Presentar original y fotocopia de:Cédula de identidad, Credencial Cívica.Libreta Profesional (Categoría B, C, D, E ó F)Curriculum Vitae con documentación probatoria de méritos y antecedentes.Constancia de domicilio."
6854/2020,SUPLENTE CHOFER - Administración de Servicios de Salud del Estado - Centro Departamental de Rivera,14/10/2020,29/09/2020,Operativas de servicio,Contratado,Suplencia,Ver bases,"Ser ciudadano/a Natural ó Legal.Libreta de Chofer Profesional (Categoría B, C, D, E ó F).Experiencia documentada no inferior a 2 años en el manejo de ambulancias ó vehículos con traslados de pasajeros. Disponibilidad horariaCurriculum Vitae con documentación probatoria foliado (méritos y antecedentes).No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y revistan gravedad (al momento de la contratación).Haber prestado Juramento de fidelidad de la Bandera Nacional.Residir en la ciudad de Rivera.","Oficina de Personal del Centro Departamental de Rivera, sito en la calle Pte. Viera s/nº esquina Ituzaingó, en el horario de 08:00 a 13:00 horas.","Oficina de Personal del Centro Departamental de Rivera, sito en la calle Pte. Viera s/nº esquina Ituzaingó, en el horario de 08:00 a 13:00 horas.",46224710 int - 133,Administración de Servicios de Salud del Estado - Centro Departamental de Rivera,"Se valorará: Capacitación complementaria, antigüedad en la función yEvaluación de desempeño.Inscripción: Presentar original y fotocopia de:Cédula de Identidad, Credencial CívicaTitulo habilitado y registrado en M.S.PLibreta Profesional (Categoría B, C, D, E o F.)Curriculum vitae y documentación probatoria de méritos y antecedentes."
6855/2020,Médico Ginecólogo Registo Aspirantes - Administración de Servicios de Salud del Estado - Centro Departamental de Rivera,14/10/2020,29/09/2020,Profesionales,Contratado,Ver bases,18 meses sujeto evaluación de desempeño,Título de Médico Ginecólogo registrado y habilitado por el M.S.P o Titulo de Médico General en iguales condiciones cursando último año del Posgrado o Residencia en Ginecología con constancia de la Cátedra. Acreditar inscripción vigente en el Colegio Médico del Uruguay (Ley Nº 18.591- Art. 2º).Currículum vitae con documentación probatoria foliada (méritos y antecedentes)No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).,"Oficina de Personal del Centro Departamental de Rivera, sito en Pte. Viera s/nº esquina Ituzaingó, de lunes a viernes en el horario de 08:00 a 13:00hs.","Oficina de Personal del Centro Departamental de Rivera, sito en Pte. Viera s/nº esquina Ituzaingó, de lunes a viernes en el horario de 08:00 a 13:00hs.",46227410 int - 133,Administración de Servicios de Salud del Estado - Centro Departamental de Rivera,"Se valorará: Escolaridad, capacitación complementaria, antigüedad en la función y evaluación de desempeño.Inscripción: Presentar original y fotocopia de:Cédula de identidad, Credencial Cívica.Título habilitado y registrado por el MSP.Curriculum Vitae con documentación probatoria de méritos y antecedentes."
6856/2020,Suplente Médico Ginecólogo - Administración de Servicios de Salud del Estado - Centro Departamental de Rivera,14/10/2020,29/09/2020,Profesionales,Contratado,Suplencia,Ver bases,Título de Médico Ginecólogo registrado y habilitado por el MSP o Título de Médico General en iguales condiciones cursando el último año del Posgrado o la Residencia en Ginecología con constancia de la Cátedra.Acreditar inscripción vigente en el Colegio Médico del Uruguay (Ley Nº 18.591- Art. 2º)Curriculum Vitae con documentación probatoria foliado (méritos y antecedentes).No tener antecedentes funcionales negativos provenientes de cualquier Entidad Pública y que revistan gravedad (al momento de la contratación).,"Oficina de Personal del Centro Departamental de Rivera, sito en la calle Pte. Viera s/nº esquina Ituzaingó, en el horario de 08:00 a 13:00 horas.","Oficina de Personal del Centro Departamental de Rivera, sito en la calle Pte. Viera s/nº esquina Ituzaingó, en el horario de 08:00 a 13:00 horas.",46227410 int - 133,Administración de Servicios de Salud del Estado - Centro Departamental de Rivera,"Se valorará: Escolaridad, capacitación complementaria, antigüedad en la función yevaluación de desempeño.Inscripción: Presentar original y fotocopia de:Cédula de Identidad, Credencial CívicaTitulo habilitado y registrado en M.S.PCurriculum vitae y documentación probatoria de méritos y antecedentes."
6857/2020,Asist Fisiopatología func Lab Bioquim - Universidad de la República - Facultad de Medicina,28/12/2020,28/09/2020,Docentes,Presupuestado,,Tareas docentes correspondientes al cargo en efectividad de Asistente Gr. 2 para el Dpto. de Fisiopatología con funciones en Laboratorio Bioquímico de Experimentación animal y unidad Microc Avanzada,"Al momento de la inscripción los interesados deberán presentar los formularios que se detallan a continuación:– Solicitud de inscripción, Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.– Declaración Jurada y Compromiso de cargo, Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.– Relación de Méritos, Sólo se considerarán a efectos de su evaluación los méritos incluídos en la relación. Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.IMPORTANTE La relación de méritos tiene valor de declaración jurada. A los postulantes les llegará una comunicación del Dpto. de Concursos indicando en que forma y cuando deben presentar los méritos, luego de confirmada su inscripción.","Dpto. de Concursos, Edificio Central de Facultad de Medicina, planta baja. Gral. Flores 2125 entre Yatay e Isidoro de María. Atención al público de 14 a 17 hs. (Con motivo de la pandemia solo se atiende vía mail) consulta por mail a concurso@fmed.edu.uy","Dpto. de Concursos, Edificio Central de Facultad de Medicina, planta baja. Gral. Flores 2125 entre Yatay e Isidoro de María. Atención al público de 14 a 17 hs. (Con motivo de la pandemia solo se atiende vía mail) consulta por mail a concurso@fmed.edu.uy",no se recepcionan consultas telefónicas,Universidad de la República - Facultad de Medicina,"A) SER EGRESADO, salvo que se inscriba para: Anatomía, Histología, Genética, Bioquímica, Biofísica, Fisiología, Métodos Cuantitativos, Bacteriología, Parasitología, Fisiopatología y Farmacología (pueden ser estudiantes o egresados).Egresado de la Facultad de Medicina, adjuntar título de Médico (fotocopia).Egresado de otras dependencias universitarias, adjuntar informe de la Comisión de Revalidas que aprueba la razonable equivalencia con la materia que se aspira (EN EL MOMENTO DE LA INSCRIPCION).B) SI ES ESTUDIANTE DE MEDICINA: I) para los que se inscriben en las siguientes disciplinas: Anatomía, Histología, Genética, Bioquímica, Biofísica, Fisiología, Métodos Cuantitativos, Inmunobiología tener aprobado el ES.FU.NO. II) para los que se inscriban en las siguientes disciplinas: Fisiopatología, Bacteriología, Parasitología y Depto. de Desarrollo Biotecnológico y división Producción del Instituto de Higiene, tener aprobado CEFA y CIMI III) para los que se inscriban en Farmacología, tener aprobado el 1er. Año de CICLIPAC) Estudiantes de otras dependencias universitarias, adjuntar informe de la Comisión de Revalidas que aprueba la razonable equivalencia de la disciplina a la que aspira.D)No haber ocupado en efectividad un cargo del mismo grado y en la misma disciplina."
6858/2020,Prof. Adjunto Dpo. de Fisiología - Universidad de la República - Facultad de Medicina,28/12/2020,28/09/2020,Docentes,Presupuestado,,"Tareas docentes correspondientes al cargo en efectividad de prof. Adjunto Gr. 3, del dpto. de Fisiología","Al momento de la inscripción los interesados deberán presentar los formularios que se detallan a continuación:– Solicitud de inscripción, Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.– Declaración Jurada y Compromiso de cargo, Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.– Relación de Méritos, Sólo se considerarán a efectos de su evaluación los méritos incluídos en la relación. Deben completarla en computadora (no manuscrito) imprimirla y firmarla; una vez firmada escanear o sacarle foto con el celular y adjuntar como pdf.","Dpto. de Concursos, Edificio Central de Facultad de Medicina, planta baja. Gral. Flores 2125 entre Yatay e Isidoro de María. Atención al público de 14 a 17 hs. (Con motivo de la pandemia solo se atiende vía mail) consulta por mail a concurso@fmed.edu.uy","Dpto. de Concursos, Edificio Central de Facultad de Medicina, planta baja. Gral. Flores 2125 entre Yatay e Isidoro de María. Atención al público de 14 a 17 hs. (Con motivo de la pandemia solo se atiende vía mail) consulta por mail a concurso@fmed.edu.uy",no se recepcionan consultas telefónicas,Universidad de la República - Facultad de Medicina,"IMPORTANTE La relación de méritos tiene valor de declaración jurada. A los postulantes les llegará una comunicación del Dpto. de Concursos indicando en que forma y cuando deben presentar los méritos, luego de confirmada su inscripción.Los formularios se podrán descargar del siguiente enlace: http://www.fmed.edu.uy/concursos/formulariosLos mismos deberán presentarse completados en computadora. El nuevo Reglamento se encuentra en la página de Facultad de Medicina en el siguiente enlace: http://www.fmed.edu.uy/sites/default/files/concurso/reglamentos/reglamentogdo2matclinicas2010.pdfNO SE RECIBIRÁN INSCRIPCIONES FUERA DE PLAZO Y HORARIO ESTABLECIDOS BAJO NINGÚN CONCEPTO. SE TENDRÁ EN CUENTA LA HORA DEL MAIL. SE PONE EN CONOCIMIENTO DE LOS INTERESADOS QUE TODA INFORMACIÓN REFERENTE AL CARGO AL CUAL ASPIRA, SERÁ COMUNICADO VÍA E-MAIL."
6859/2020,ASISTENTE - Universidad de la República - Facultad de Ingenieria,14/10/2020,30/09/2020,Docentes,,0,Docente,"Se evaluarán los méritos y antecedentes en la siguiente ORIENTACIÓN:Estudiante avanzado de posgrado en Física o nivel de formación equivalente.Más de 4 años de experiencia en docencia en Física a nivel universitario.Se valorará especialmente la actividad, en particular en los últimos 5 años, en las líneas de investigación que se desarrollan en el Instituto de Física de la Facultad de Ingeniería.",Por Exp. N.º 061110-000823-20 (Res. N.º 96 – CFI: 03/06/2020) queda habilitada la inscripción para llamados mediante envío de CORREO ELECTRÓNICO a la cuenta de correo institucional: llamados_inscripciones@fing.edu.uy,concursos@fing.edu.uy,27142714 int. 10182,Universidad de la República - Facultad de Ingenieria,Por Exp. N.º 061110-000823-20 (Res. N.º 96 – CFI: 03/06/2020) queda habilitada la inscripción para llamados mediante envío de CORREO ELECTRÓNICO a la cuenta de correo institucional: llamados_inscripciones@fing.edu.uy
6860/2020,AYUDANTE - Universidad de la República - Facultad de Ingenieria,14/10/2020,30/09/2020,Técnicas con supervisión,Contratado,0,Participación en el grupo del IMFIA ¨Estudios Fluviales y Marítimos¨ en actividades relacionadas a la Ingeniería de Costas.,"Se evaluarán los méritos y antecedentes en la siguiente ORIENTACIÓN:Estudiante de Ingeniería Civil, preferentemente opción Hidráulica-Ambiental, (o formación equivalente) con interés en hidráulica y morfodinámica marítima y costera, transporte de sedimentos, modelación numérica, modelación física y medición en campo de distintos cuerpos de agua.",Por Exp. N.º 061110-000823-20 (Res. N.º 96 – CFI: 03/06/2020) queda habilitada la inscripción para llamados mediante envío de CORREO ELECTRÓNICO a la cuenta de correo institucional: llamados_inscripciones@fing.edu.uy,concursos@fing.edu.uy,27142714 int. 10182,Universidad de la República - Facultad de Ingenieria,Por Exp. N.º 061110-000823-20 (Res. N.º 96 – CFI: 03/06/2020) queda habilitada la inscripción para llamados mediante envío de CORREO ELECTRÓNICO a la cuenta de correo institucional: llamados_inscripciones@fing.edu.uy
6861/2020,AYUDANTE - Universidad de la República - Facultad de Ingenieria,14/10/2020,30/09/2020,Docentes,,0,Docente,Se evaluarán los méritos y antecedentes en la siguiente ORIENTACIÓN:Formación en ingeniería biológica. Alternativamente en ingeniería biomédica o bioingeniería.,Por Exp. N.º 061110-000823-20 (Res. N.º 96 – CFI: 03/06/2020) queda habilitada la inscripción para llamados mediante envío de CORREO ELECTRÓNICO a la cuenta de correo institucional: llamados_inscripciones@fing.edu.uy,concursos@fing.edu.uy,27142714 int. 10182,Universidad de la República - Facultad de Ingenieria,Por Exp. N.º 061110-000823-20 (Res. N.º 96 – CFI: 03/06/2020) queda habilitada la inscripción para llamados mediante envío de CORREO ELECTRÓNICO a la cuenta de correo institucional: llamados_inscripciones@fing.edu.uy
6862/2020,PASANTE - Universidad de la República - Facultad de Ingenieria,14/10/2020,30/09/2020,Técnicas,,0,Tareas de mantenimiento en general.,"Se evaluarán los méritos y antecedentes en la siguiente ORIENTACIÓN:Equipos electromecánicos, tornería, instalaciones eléctricas, electrónica, programación orientada a IoT.Se realizará evaluación de méritos, a los que tengan méritos suficientes se les tomará prueba teórico-práctica y entrevista laboral.Las 30 horas semanales deberán realizarse de lunes a viernes en horario a coordinar entre las 8:00 y las 15:00 horas.",Por Exp. N.º 061110-000823-20 (Res. N.º 96 – CFI: 03/06/2020) queda habilitada la inscripción para llamados mediante envío de CORREO ELECTRÓNICO a la cuenta de correo institucional: llamados_inscripciones@fing.edu.uy,concursos@fing.edu.uy,27142714 int. 10182,Universidad de la República - Facultad de Ingenieria,Por Exp. N.º 061110-000823-20 (Res. N.º 96 – CFI: 03/06/2020) queda habilitada la inscripción para llamados mediante envío de CORREO ELECTRÓNICO a la cuenta de correo institucional: llamados_inscripciones@fing.edu.uy
6863/2020,025/20-Concurso Gº2 E.-U.A.Matemática - Universidad de la República - Facultad de Ciencias Económicas y de Administración,03/11/2020,30/09/2020,Investigación,Presupuestado,Dos años,"Perfil Investigación. Ordenanza Personal Docente de FCEA, Art.20: ""Los cargos de grado 2, tendrán un perfil orientado fundamentalmente a la formación docente en los aspectos de enseñanza, investigación y extensión con un grado mayor de profundización y especialización que los grados 1 (...)"".","Antes de realizar su inscripción es obligatoria la lectura de toda la difusión del presente llamado. Ante cualquier duda, debe consultar al correo y teléfono registrado, previa inscripción. SE RECOMIENDA: NO DEJE SU INSCRIPCIÓN PARA EL DÍA DE CIERRE.Inscripción personal y presencial, en Sección Concursos mediante AGENDA PREVIA. Solicitada a la casilla de correo: concurso@ccee.edu.uy; o al teléfono: 2-411 8839 (int.122); de 10:00 a 16:00 horas.","Facultad de Ciencias Económicas y de Administración. Av. Gonzalo Ramírez 1926, Sección Concursos (lunes a viernes de 10:00 a 13:00 horas, excepto el día de cierre en que solamente se reciben inscripciones hasta la hora 12:00). * IMPORTANTE: Inscripción personal y presencial, en Sección Concursos mediante AGENDA PREVIA solicitada a la casilla de correo: (concurso@ccee.edu.uy) o al teléfono: 2-411 8839 (int.122) de 10:00 a 16:00 horas.",concurso@ccee.edu.uy,2-411 8839 int. 122.,Universidad de la República - Facultad de Ciencias Económicas y de Administración,"Debe leer, en la difusión, la documentación a presentar detalladamente. Ante cualquier duda, antes de su inscripción, debe consultar al correo o teléfono registrados. El Concurso incluye dos pruebas de oposición.El Concurso, consiste, en su primera etapa, en la evaluación de méritos. Notificados los mismos, si se superó el puntaje mínimo establecido de (30 puntos), quedará habilitado a la primera prueba, consistente en la presentación de un Proyecto de Investigación y su posterior defensa oral."
6864/2020,PROF. ADJUNTO - Universidad de la República - Facultad de Ingenieria,29/10/2020,30/09/2020,Docentes,,0,Docente,"Se evaluarán los méritos y antecedentes en la siguiente ORIENTACIÓN:Física general. • Título de Doctor en Física, Ingeniería y áreas análogas, o formación equivalente. • Experiencia docente comprobable a nivel universitario. • Se considerarán las actividades académicas y de investigación, en particular en los últimos 5 años, en las áreas de investigación que se desarrollan en el Instituto de Física de la Facultad de Ingeniería. • Se apreciará que se aporten aclaraciones de los aportes realizados por el candidato en sus publicaciones. • Se requerirá la presentación de un plan de trabajo.",Por Exp. N.º 061110-000823-20 (Res. N.º 96 – CFI: 03/06/2020) queda habilitada la inscripción para llamados mediante envío de CORREO ELECTRÓNICO a la cuenta de correo institucional: llamados_inscripciones@fing.edu.uy,concursos@fing.edu.uy,27142714 int. 10182,Universidad de la República - Facultad de Ingenieria,Por Exp. N.º 061110-000823-20 (Res. N.º 96 – CFI: 03/06/2020) queda habilitada la inscripción para llamados mediante envío de CORREO ELECTRÓNICO a la cuenta de correo institucional: llamados_inscripciones@fing.edu.uy
